disasterNumber,declarationDate,incidentType,declarationType,state,fyDeclared,incidentBeginDate,designatedArea_count,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incident_duration_days,is_ongoing,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,total_disaster_cost,total_obligated,federal_obligated,avg_project_cost,applicant_count,project_count,large_project_count,small_project_count,has_debris,has_emergency,has_roads,has_water,has_buildings,has_utilities,has_parks
4119,2013-05-31T00:00:00.000Z,Flood,DR,IA,2013,2013-04-17T00:00:00.000Z,20,0,0,1,1,13.0,0,0.0,0.0,0.0,7594458.33,943878.32,6197532.28,1002978.0,8597436.33,7475901.65,7475901.65,37486.88858208955,72.0,268.0,39.0,229.0,True,True,True,True,True,True,True
4120,2013-06-13T00:00:00.000Z,Flood,DR,VT,2013,2013-05-22T00:00:00.000Z,3,0,0,1,1,4.0,0,0.0,0.0,0.0,1914682.79,156257.5,1714406.99,274639.01,2189321.8,1914682.79,1914682.79,34770.37671232877,14.0,73.0,7.0,66.0,False,True,True,True,True,True,True
4121,2013-06-18T00:00:00.000Z,Flood,DR,MI,2013,2013-04-16T00:00:00.000Z,16,0,0,1,1,28.0,0,0.0,0.0,0.0,4849947.62,1466419.78,3314436.79,282365.08,5132312.7,4849947.64,4849947.64,18851.537660818714,79.0,342.0,12.0,330.0,True,True,True,True,True,True,True
4122,2013-06-25T00:00:00.000Z,Flood,DR,AK,2013,2013-05-17T00:00:00.000Z,5,1,0,1,1,25.0,0,3490150.63,1613360.14,1876790.49,33351764.74,10572239.92,21414074.33,4080910.0,40922825.37,33351764.72,33351764.72,431185.0784466019,20.0,103.0,40.0,63.0,True,True,True,True,True,True,True
4123,2013-06-25T00:00:00.000Z,Flood,DR,ND,2013,2013-05-25T00:00:00.000Z,1,0,0,1,1,7.0,0,0.0,0.0,0.0,239920.61,25008.42,204536.19,0.0,239920.61,239920.61,239920.61,24341.188461538462,1.0,13.0,1.0,12.0,False,True,True,False,False,False,True
4124,2013-06-25T00:00:00.000Z,Severe Storm,DR,AR,2013,2013-05-30T00:00:00.000Z,11,0,0,1,1,4.0,0,0.0,0.0,0.0,6593153.21,185920.6,6407232.61,1227697.03,7820850.24,6593153.22,6593153.22,51109.714476744186,22.0,172.0,26.0,146.0,True,True,True,False,True,True,True
4125,2013-06-28T00:00:00.000Z,Severe Storm,DR,SD,2013,2013-05-24T00:00:00.000Z,6,0,0,1,1,7.0,0,0.0,0.0,0.0,1215685.33,196811.3,986292.64,178449.0,1394134.33,1215685.32,1215685.32,23000.76,43.0,70.0,3.0,67.0,True,True,True,True,True,True,False
4126,2013-07-02T00:00:00.000Z,Severe Storm,DR,IA,2013,2013-05-19T00:00:00.000Z,49,0,0,1,1,26.0,0,0.0,0.0,0.0,20524115.81,5890006.85,13629086.77,2747619.0,23271734.81,20498516.16,20498516.16,40194.23963072378,185.0,677.0,89.0,588.0,True,True,True,True,True,True,True
4127,2013-07-10T00:00:00.000Z,Flood,DR,MT,2013,2013-05-19T00:00:00.000Z,15,0,0,1,1,15.0,0,0.0,0.0,0.0,2774452.64,178053.14,2577569.85,265599.27,3040051.91,2774452.69,2774452.69,42941.78581395349,18.0,86.0,12.0,74.0,True,True,True,True,True,True,True
4128,2013-07-12T00:00:00.000Z,Severe Storm,DR,ND,2013,2013-05-17T00:00:00.000Z,21,0,0,1,1,30.0,0,0.0,0.0,0.0,10126940.11,940174.67,8667237.74,960269.0,11087209.11,10126940.11,10126940.11,63950.02285714286,49.0,210.0,39.0,171.0,True,True,True,True,True,True,True
4129,2013-07-12T00:00:00.000Z,Flood,DR,NY,2013,2013-06-26T00:00:00.000Z,16,0,0,1,1,14.0,0,0.0,0.0,0.0,68726140.27,12383680.54,51965001.17,1345157.76,70071298.03,68862258.77,68862258.77,142578.6787066246,191.0,634.0,220.0,414.0,True,True,True,True,True,True,True
4130,2013-07-18T00:00:00.000Z,Severe Storm,DR,MO,2013,2013-05-29T00:00:00.000Z,28,0,0,1,1,12.0,0,0.0,0.0,0.0,9033804.83,5039801.36,3691879.47,1827581.0,10861385.83,8741694.94,8741694.94,42561.16549815498,110.0,271.0,36.0,235.0,True,True,True,True,True,True,True
4131,2013-07-25T00:00:00.000Z,Severe Storm,DR,MN,2013,2013-06-20T00:00:00.000Z,18,0,0,1,1,6.0,0,0.0,0.0,0.0,13712894.66,4570860.09,8727358.32,1690747.48,15403642.14,13712894.66,13712894.66,29761.936184210525,223.0,608.0,54.0,554.0,True,True,True,True,True,True,True
4132,2013-07-26T00:00:00.000Z,Flood,DR,WV,2013,2013-06-13T00:00:00.000Z,2,0,0,1,1,0.0,0,0.0,0.0,0.0,3283729.69,165004.16,3109219.01,384030.0,3667759.69,3283730.08,3283730.08,26841.335950920246,13.0,163.0,8.0,155.0,True,True,True,False,True,True,True
4133,2013-07-26T00:00:00.000Z,Fire,DR,CO,2013,2013-06-11T00:00:00.000Z,1,1,0,1,1,5.0,0,0.0,0.0,0.0,173358.39,166972.63,0.0,21114.86,194473.25,173358.39,173358.39,25514.895555555555,6.0,9.0,1.0,8.0,True,True,False,False,False,False,False
4134,2013-07-26T00:00:00.000Z,Fire,DR,CO,2013,2013-06-11T00:00:00.000Z,1,1,0,1,1,10.0,0,0.0,0.0,0.0,6617742.08,3840561.38,2700874.68,816544.57,7434286.65,6617742.08,6617742.08,464124.09052631585,7.0,19.0,10.0,9.0,False,True,True,False,True,True,True
4135,2013-07-31T00:00:00.000Z,Severe Storm,DR,IA,2013,2013-06-21T00:00:00.000Z,12,0,0,1,1,7.0,0,0.0,0.0,0.0,4551830.57,505303.32,3784495.01,568704.0,5120534.57,4516082.08,4516082.08,28886.3495215311,54.0,209.0,20.0,189.0,True,True,True,True,True,True,True
4136,2013-08-02T00:00:00.000Z,Other,DR,TX,2013,2013-04-17T00:00:00.000Z,1,0,0,1,1,3.0,0,0.0,0.0,0.0,28828351.7,6820763.79,21069810.91,2157637.6,30985989.3,25796532.89,25796532.89,1310876.3396153846,9.0,26.0,21.0,5.0,True,True,True,False,True,True,True
4137,2013-08-02T00:00:00.000Z,Severe Storm,DR,SD,2013,2013-06-19T00:00:00.000Z,8,0,0,1,1,10.0,0,0.0,0.0,0.0,1159221.44,427382.21,695227.74,175481.0,1334702.44,1159221.46,1159221.46,17036.627045454545,50.0,88.0,5.0,83.0,True,True,True,False,True,True,True
4138,2013-08-02T00:00:00.000Z,Severe Storm,DR,FL,2013,2013-07-02T00:00:00.000Z,4,0,0,1,1,5.0,0,0.0,0.0,0.0,40512583.94,687197.24,38348180.0,7536022.06,48048606.0,42395226.73,42395226.73,221822.9490513834,20.0,253.0,128.0,125.0,True,True,True,False,True,True,True
4139,2013-08-02T00:00:00.000Z,Severe Storm,DR,NH,2013,2013-06-26T00:00:00.000Z,3,0,0,1,1,7.0,0,0.0,0.0,0.0,5898074.88,246061.1,5614391.77,321104.36,6219179.24,5898074.88,5898074.88,100682.27166666667,20.0,78.0,13.0,65.0,True,True,True,False,True,False,True
4140,2013-08-02T00:00:00.000Z,Flood,DR,VT,2013,2013-06-25T00:00:00.000Z,7,0,0,1,1,16.0,0,0.0,0.0,0.0,6182973.09,141750.15,5917137.6,54218.73,6237191.82,6182973.09,6182973.09,28187.63536082474,58.0,291.0,22.0,269.0,True,True,True,False,False,True,True
4141,2013-08-08T00:00:00.000Z,Severe Storm,DR,WI,2013,2013-06-20T00:00:00.000Z,8,0,0,1,1,8.0,0,0.0,0.0,0.0,5934364.43,1135581.22,4607808.21,936757.0,6871121.43,5934364.43,5934364.43,31138.74688,124.0,250.0,31.0,219.0,True,True,True,True,True,True,True
4142,2013-08-29T00:00:00.000Z,Fire,DR,CA,2013,2013-07-29T00:00:00.000Z,1,0,0,1,1,3.0,0,0.0,0.0,0.0,444517.27,95977.63,348539.64,66607.48,511124.75,444517.28,444517.28,74086.21125,1.0,8.0,4.0,4.0,True,True,True,False,True,True,True
4143,2013-09-04T00:00:00.000Z,Severe Storm,DR,AR,2013,2013-08-08T00:00:00.000Z,6,0,0,1,1,6.0,0,0.0,0.0,0.0,7781424.57,5847.38,7713969.87,1141465.59,8922890.16,7781424.58,7781424.58,89914.06827586207,20.0,116.0,47.0,69.0,True,True,True,False,False,True,True
4144,2013-09-06T00:00:00.000Z,Severe Storm,DR,MO,2013,2013-08-02T00:00:00.000Z,18,0,0,1,1,12.0,0,0.0,0.0,0.0,17467954.13,487325.59,16352134.26,3828574.0,21296528.13,16651337.02,16651337.02,59838.17116580311,77.0,386.0,83.0,303.0,True,True,True,False,True,True,True
4145,2013-09-14T00:00:00.000Z,Flood,DR,CO,2013,2013-09-11T00:00:00.000Z,18,1,0,1,1,19.0,0,61848927.77,56909350.93,4939576.84,371011805.11,50403991.23,308568334.62,57121301.29,489982034.17,372091235.36,372091235.36,467381.7709600761,211.0,1052.0,426.0,626.0,True,True,True,True,True,True,True
4146,2013-09-25T00:00:00.000Z,Flood,DR,NC,2013,2013-07-03T00:00:00.000Z,14,0,0,1,1,10.0,0,0.0,0.0,0.0,10450593.04,361185.99,9879780.83,748915.25,11199508.29,10516779.040000001,10516779.040000001,86126.52080246912,36.0,162.0,43.0,119.0,True,True,True,False,True,True,True
4147,2013-09-27T00:00:00.000Z,Severe Storm,DR,NM,2013,2013-07-19T00:00:00.000Z,1,0,0,1,1,2.0,0,0.0,0.0,0.0,72568.6,0.0,70266.6,359.0,72927.6,72568.6,72568.6,31996.933333333334,1.0,3.0,1.0,2.0,False,False,False,True,False,False,True
4148,2013-09-30T00:00:00.000Z,Severe Storm,DR,NM,2013,2013-07-23T00:00:00.000Z,11,0,0,1,1,5.0,0,0.0,0.0,0.0,5540702.34,1740455.31,3600017.03,72958.15,5613660.49,5540702.34,5540702.34,36943.73592783505,21.0,194.0,24.0,170.0,True,True,True,True,True,True,True
4149,2013-10-01T00:00:00.000Z,Severe Storm,DR,PA,2014,2013-06-26T00:00:00.000Z,11,0,0,1,1,15.0,0,0.0,0.0,0.0,12096256.67,1741408.23,9947359.44,1785651.0,13881907.67,12096256.72,12096256.72,47225.41412462908,154.0,337.0,47.0,290.0,True,True,True,True,True,True,True
4150,2013-10-22T00:00:00.000Z,Severe Storm,DR,KS,2014,2013-07-22T00:00:00.000Z,46,0,0,1,1,25.0,0,0.0,0.0,0.0,10135201.52,877052.35,8633117.54,1518773.0,11653974.52,7624476.36,7624476.36,25951.905319148933,260.0,517.0,32.0,485.0,True,True,True,True,True,True,True
4151,2013-10-24T00:00:00.000Z,Severe Storm,DR,NM,2014,2013-09-13T00:00:00.000Z,1,0,0,1,1,3.0,0,0.0,0.0,0.0,4347340.77,3744483.68,319464.67,387721.52,4735062.289999999,4347340.77,4347340.77,208647.41695652175,1.0,23.0,10.0,13.0,True,True,True,True,True,True,True
4152,2013-10-29T00:00:00.000Z,Flood,DR,NM,2014,2013-09-09T00:00:00.000Z,26,0,0,1,1,13.0,0,0.0,0.0,0.0,41559914.56,13112859.48,27109982.08,1979409.38,43539323.940000005,40965333.92,40965333.92,79903.76532448377,103.0,678.0,114.0,564.0,True,True,True,True,True,True,True
4153,2013-10-29T00:00:00.000Z,Flood,DR,NC,2014,2013-07-27T00:00:00.000Z,6,0,0,1,1,0.0,0,0.0,0.0,0.0,8328562.26,157102.51,8159275.29,428209.48,8756771.74,8328562.26,8328562.26,102784.14888888889,17.0,108.0,36.0,72.0,True,True,True,False,True,True,True
4154,2013-10-31T00:00:00.000Z,Severe Storm,DR,ND,2014,2013-10-04T00:00:00.000Z,7,0,0,1,1,1.0,0,0.0,0.0,0.0,4389175.57,212173.16,4106662.5,540895.0,4930070.57,4389175.57,4389175.57,176912.54545454544,17.0,33.0,4.0,29.0,True,True,True,False,True,True,False
4155,2013-11-08T00:00:00.000Z,Severe Storm,DR,SD,2014,2013-10-03T00:00:00.000Z,16,1,0,1,1,13.0,0,0.0,0.0,0.0,43148257.98,12202540.96,30404299.35,5836557.0,48984814.98,43148257.18,43148257.18,256248.5176126126,85.0,222.0,45.0,177.0,True,True,True,False,True,True,True
4156,2013-11-26T00:00:00.000Z,Severe Storm,DR,NE,2014,2013-10-02T00:00:00.000Z,10,0,0,1,1,4.0,0,0.0,0.0,0.0,2670513.58,913403.65,1721740.89,370314.0,3040827.58,2609538.55,2609538.55,53542.35611940298,29.0,67.0,10.0,57.0,True,True,True,False,True,True,True
4157,2013-11-26T00:00:00.000Z,Tornado,DR,IL,2014,2013-11-17T00:00:00.000Z,15,1,0,0,1,0.0,0,2858538.97,1616075.25,1242463.72,0.0,0.0,0.0,247424.87,3105963.8400000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
4158,2013-12-13T00:00:00.000Z,Fire,DR,CA,2014,2013-08-17T00:00:00.000Z,1,0,0,1,1,68.0,0,0.0,0.0,0.0,24638260.54,17862888.87,5863650.28,4992692.68,29630953.22,24641422.55,24641422.55,615062.6001886792,14.0,53.0,25.0,28.0,True,True,True,False,True,True,True
4159,2013-12-20T00:00:00.000Z,Severe Storm,DR,TX,2014,2013-10-30T00:00:00.000Z,4,0,0,1,1,1.0,0,0.0,0.0,0.0,7753470.35,2228662.08,5185088.27,1132024.96,8885495.309999999,7753470.35,7753470.35,84607.8757142857,25.0,119.0,27.0,92.0,True,True,True,True,True,True,True
4160,2014-01-06T00:00:00.000Z,Severe Ice Storm,DR,AR,2014,2013-12-05T00:00:00.000Z,14,0,0,1,1,1.0,0,0.0,0.0,0.0,5501202.69,2318517.62,3091736.05,795042.57,6296245.260000001,5500927.17,5500927.17,64234.13261261261,41.0,111.0,22.0,89.0,True,True,True,False,True,True,True
4161,2014-01-16T00:00:00.000Z,Flood,DR,AK,2014,2013-10-27T00:00:00.000Z,1,0,0,1,1,1.0,0,0.0,0.0,0.0,1802953.09,319971.62,1311056.98,251861.0,2054814.09,1802953.09,1802953.09,73916.57625,8.0,32.0,8.0,24.0,True,True,True,True,True,False,True
4162,2014-01-23T00:00:00.000Z,Severe Storm,DR,AK,2014,2013-11-05T00:00:00.000Z,4,0,0,1,1,9.0,0,0.0,0.0,0.0,28838743.06,963182.26,26421430.57,2376450.44,31215193.5,28838743.06,28838743.06,614872.1616129031,17.0,62.0,28.0,34.0,True,True,True,False,True,True,True
4163,2014-01-29T00:00:00.000Z,Severe Ice Storm,DR,VT,2014,2013-12-20T00:00:00.000Z,7,0,0,1,1,6.0,0,0.0,0.0,0.0,6342340.95,2252952.05,4063167.73,394978.7,6737319.65,6342340.95,6342340.95,187905.68750000003,32.0,44.0,8.0,36.0,True,True,False,False,True,True,False
4164,2014-01-30T00:00:00.000Z,Severe Storm,DR,OK,2014,2013-12-05T00:00:00.000Z,4,0,0,1,1,1.0,0,0.0,0.0,0.0,3976954.92,1921663.26,1929022.66,450107.2,4427062.12,3966015.49,3966015.49,122956.77142857143,23.0,42.0,10.0,32.0,True,True,False,False,True,True,True
4165,2014-03-06T00:00:00.000Z,Severe Ice Storm,DR,GA,2014,2014-02-10T00:00:00.000Z,45,0,0,1,1,4.0,0,0.0,0.0,0.0,46645842.62,34057364.16,12169488.31,8261053.08,54906895.699999996,46619917.48,46619917.48,190958.21977346277,145.0,309.0,48.0,261.0,True,True,True,False,True,True,True
4166,2014-03-12T00:00:00.000Z,Severe Ice Storm,DR,SC,2014,2014-02-10T00:00:00.000Z,22,0,0,1,1,4.0,0,0.0,0.0,0.0,216209703.21,197272529.12,16988771.63,32791178.97,249000882.18,216159013.76,216159013.76,596599.5900225734,137.0,443.0,190.0,253.0,True,True,True,False,True,True,True
4167,2014-03-31T00:00:00.000Z,Severe Ice Storm,DR,NC,2014,2014-03-06T00:00:00.000Z,9,0,0,1,1,1.0,0,0.0,0.0,0.0,40860929.64,36176953.4,4474070.64,3690802.1,44551731.74,40860929.65,40860929.65,371463.332733813,56.0,139.0,31.0,108.0,True,True,True,False,True,True,True
4168,2014-04-02T00:00:00.000Z,Mud/Landslide,DR,WA,2014,2014-03-22T00:00:00.000Z,4,1,0,1,1,37.0,0,2091456.75,375239.09,1716217.66,28624712.03,25863745.73,1979841.04,4277895.96,34994064.74,28622984.91,28622984.91,906544.0195,19.0,40.0,18.0,22.0,True,True,False,False,True,True,True
4169,2014-04-04T00:00:00.000Z,Severe Storm,DR,OR,2014,2014-02-06T00:00:00.000Z,4,0,0,1,1,4.0,0,0.0,0.0,0.0,6364572.95,2303799.95,3930779.53,872345.55,7236918.5,6364572.95,6364572.95,162212.70666666667,30.0,51.0,16.0,35.0,True,True,True,False,True,True,True
4170,2014-04-10T00:00:00.000Z,Severe Storm,DR,MD,2014,2014-02-12T00:00:00.000Z,3,0,0,1,1,1.0,0,0.0,0.0,0.0,8678576.02,8643524.63,0.0,1076385.25,9754961.27,8678576.02,8678576.02,137616.08011904763,65.0,84.0,16.0,68.0,False,True,False,False,False,False,False
4171,2014-04-11T00:00:00.000Z,Severe Ice Storm,DR,TN,2014,2014-03-02T00:00:00.000Z,10,0,0,1,1,2.0,0,0.0,0.0,0.0,7524647.93,4038325.93,3472786.67,494134.33,8018782.26,7524647.93,7524647.93,188018.24098039215,32.0,51.0,14.0,37.0,True,True,False,False,True,True,True
4172,2014-04-17T00:00:00.000Z,Flood,DR,MT,2014,2014-03-01T00:00:00.000Z,15,0,0,1,1,15.0,0,0.0,0.0,0.0,1925935.2,152336.86,1761500.51,192278.26,2118213.46,1925935.2,1925935.2,42771.34683333334,18.0,60.0,0.0,60.0,True,True,True,True,False,False,True
4173,2014-04-22T00:00:00.000Z,Severe Storm,DR,IN,2014,2014-01-05T00:00:00.000Z,30,0,0,1,1,4.0,0,0.0,0.0,0.0,9571816.89,7753726.49,1553040.66,1162948.14,10734765.030000001,9571816.89,9571816.89,41157.5800974026,268.0,308.0,15.0,293.0,False,True,False,False,True,True,True
4174,2014-04-29T00:00:00.000Z,Severe Storm,DR,AR,2014,2014-04-27T00:00:00.000Z,12,1,0,1,1,0.0,0,3041132.24,2335071.08,706061.16,9410016.22,3196953.81,6068810.64,1797562.06,14248710.520000001,9409977.5,9409977.5,70864.88103448277,44.0,174.0,11.0,163.0,True,True,True,True,True,True,True
4175,2014-04-30T00:00:00.000Z,Severe Storm,DR,MS,2014,2014-04-28T00:00:00.000Z,13,1,0,1,1,5.0,0,5847689.28,4365948.0,1481741.28,87324475.11,18487913.25,67426205.62,2638843.0,95811007.39,87324480.27,87324480.27,752752.4946710527,48.0,152.0,45.0,107.0,True,True,True,False,True,True,True
4176,2014-05-02T00:00:00.000Z,Severe Storm,DR,AL,2014,2014-04-28T00:00:00.000Z,21,1,0,1,1,7.0,0,22394257.37,17769195.04,4625062.33,34914043.03,13070990.37,20733621.66,8309380.18,65617680.580000006,34914035.61,34914035.61,116163.83051813471,93.0,386.0,58.0,328.0,True,True,True,True,True,True,True
4177,2014-05-06T00:00:00.000Z,Severe Storm,DR,FL,2014,2014-04-28T00:00:00.000Z,9,1,0,1,1,8.0,0,35062955.9,28935762.88,6127193.02,126818781.42,5455008.48,117665515.29,36314335.47,198196072.79,128622425.13,128622425.13,195244.95358208954,62.0,871.0,164.0,707.0,True,True,True,True,True,True,True
4178,2014-06-11T00:00:00.000Z,Flood,DR,VT,2014,2014-04-15T00:00:00.000Z,7,0,0,1,1,3.0,0,0.0,0.0,0.0,1824522.67,7009.97,1779989.85,217506.63,2042029.2999999998,1824522.69,1824522.69,56283.470465116276,32.0,43.0,4.0,39.0,False,True,True,False,False,False,True
4179,2014-06-17T00:00:00.000Z,Tornado,DR,NE,2014,2014-05-11T00:00:00.000Z,6,0,0,1,1,1.0,0,0.0,0.0,0.0,9821343.68,414350.49,9377176.43,1319111.81,11140455.49,9825946.840000002,9825946.840000002,311866.07809523813,16.0,42.0,10.0,32.0,True,True,True,False,True,True,False
4180,2014-07-08T00:00:00.000Z,Severe Storm,DR,NY,2014,2014-05-13T00:00:00.000Z,11,0,0,1,1,9.0,0,0.0,0.0,0.0,31650361.82,2043624.07,27015464.42,209310.96,31859672.78,31650361.64,31650361.64,72338.54329861111,146.0,576.0,45.0,531.0,True,True,True,True,True,True,True
4181,2014-07-14T00:00:00.000Z,Severe Storm,DR,IA,2014,2014-06-03T00:00:00.000Z,9,0,0,1,1,1.0,0,0.0,0.0,0.0,5532167.98,504100.06,4745102.1,861379.0,6393546.98,5532167.98,5532167.98,69884.02538461538,52.0,104.0,14.0,90.0,True,True,True,True,True,True,True
4182,2014-07-21T00:00:00.000Z,Flood,DR,MN,2014,2014-06-11T00:00:00.000Z,40,0,0,1,1,30.0,0,0.0,0.0,0.0,39488157.03,7423823.29,30676532.74,6052490.1,45540647.13,39488157.03,39488157.03,50077.35999040307,470.0,1042.0,75.0,967.0,True,True,True,True,True,True,True
4183,2014-07-24T00:00:00.000Z,Severe Storm,DR,NE,2014,2014-06-14T00:00:00.000Z,12,0,0,1,1,7.0,0,0.0,0.0,0.0,12097027.25,1513117.68,10471591.05,1444086.0,13541113.25,12094591.48,12094591.48,109931.46369863013,49.0,146.0,29.0,117.0,True,True,True,True,True,True,True
4184,2014-07-24T00:00:00.000Z,Flood,DR,IA,2014,2014-06-14T00:00:00.000Z,27,0,0,1,1,9.0,0,0.0,0.0,0.0,17806184.12,3599221.84,13346333.72,2990730.0,20796914.12,17769842.22,17769842.22,74049.76324921135,110.0,317.0,46.0,271.0,True,True,True,True,True,True,True
4185,2014-07-28T00:00:00.000Z,Severe Storm,DR,NE,2014,2014-06-01T00:00:00.000Z,12,0,0,1,1,3.0,0,0.0,0.0,0.0,3837595.3,200422.1,3582189.99,213400.0,4050995.3,2354565.09,2354565.09,105658.49979166668,18.0,48.0,8.0,40.0,True,True,True,False,True,True,True
4186,2014-07-28T00:00:00.000Z,Flood,DR,SD,2014,2014-06-13T00:00:00.000Z,13,0,0,1,1,7.0,0,0.0,0.0,0.0,11078851.36,1538644.0,9300023.34,1512985.0,12591836.36,11078851.36,11078851.36,95319.0025974026,87.0,154.0,22.0,132.0,True,True,True,True,True,True,True
4187,2014-08-05T00:00:00.000Z,Severe Storm,DR,IA,2014,2014-06-26T00:00:00.000Z,24,0,0,1,1,11.0,0,0.0,0.0,0.0,14338940.7,4827061.26,8742164.25,2478462.0,16817402.7,14114715.68,14114715.68,56375.764186746994,104.0,332.0,38.0,294.0,True,True,True,True,True,True,True
4188,2014-08-11T00:00:00.000Z,Fire,DR,WA,2014,2014-07-09T00:00:00.000Z,3,0,0,1,1,27.0,0,0.0,0.0,0.0,19903187.12,3597004.1,15571644.24,3313031.92,23216219.04,19097488.1,19097488.1,274741.95782608696,28.0,92.0,25.0,67.0,True,True,True,False,True,True,True
4189,2014-08-13T00:00:00.000Z,Severe Storm,DR,TN,2014,2014-06-05T00:00:00.000Z,23,0,0,1,1,5.0,0,0.0,0.0,0.0,5444967.6,1644210.66,3762199.12,495075.63,5940043.2299999995,5444967.69,5444967.69,54093.66323076923,68.0,130.0,11.0,119.0,True,True,True,True,True,True,True
4190,2014-08-19T00:00:00.000Z,Flood,DR,ND,2014,2014-06-25T00:00:00.000Z,10,0,0,1,1,6.0,0,0.0,0.0,0.0,2352906.01,223216.2,1940643.67,268862.0,2621768.01,2352906.01,2352906.01,72364.7434883721,17.0,43.0,5.0,38.0,True,True,True,True,False,True,False
4191,2014-09-10T00:00:00.000Z,Severe Storm,DR,GU,2014,2014-07-28T00:00:00.000Z,1,0,0,1,1,3.0,0,0.0,0.0,0.0,570373.61,554501.81,2512.5,0.0,570373.61,570373.61,570373.61,42002.500555555554,15.0,18.0,2.0,16.0,True,True,False,False,True,False,False
4192,2014-09-10T00:00:00.000Z,Severe Storm,DR,AS,2014,2014-07-29T00:00:00.000Z,5,0,0,1,1,5.0,0,0.0,0.0,0.0,548510.68,112092.85,423721.83,52234.63,600745.31,548510.68,548510.68,48474.369999999995,9.0,15.0,1.0,14.0,True,True,True,False,True,True,True
4193,2014-09-11T00:00:00.000Z,Earthquake,DR,CA,2014,2014-08-24T00:00:00.000Z,2,1,0,1,1,14.0,0,11373532.86,10367500.6,1006032.26,26324959.88,5073665.89,20018486.4,3636564.0,41335056.739999995,27914708.76,27914708.76,164847.24580357145,43.0,224.0,57.0,167.0,True,True,True,True,True,True,True
4194,2014-09-12T00:00:00.000Z,Severe Storm,DR,HI,2014,2014-08-07T00:00:00.000Z,2,0,0,1,1,2.0,0,0.0,0.0,0.0,4363162.7,2948040.62,1203970.08,0.0,4363162.7,4351391.63,4351391.63,118441.01065217392,15.0,46.0,11.0,35.0,True,True,True,False,True,True,True
4195,2014-09-25T00:00:00.000Z,Flood,DR,MI,2014,2014-08-11T00:00:00.000Z,3,1,0,1,1,2.0,0,155631144.18,123667225.35,31963918.83,15216615.38,8365546.79,6818021.94,24485683.41,195333442.97,15169155.8,15169155.8,131214.56835616438,57.0,146.0,29.0,117.0,True,True,True,False,True,True,True
4196,2014-09-30T00:00:00.000Z,Severe Storm,DR,KY,2014,2014-08-18T00:00:00.000Z,4,0,0,1,1,5.0,0,0.0,0.0,0.0,4749236.93,469380.65,4093468.89,1099523.14,5848760.069999999,4749236.93,4749236.93,119441.9353846154,19.0,52.0,12.0,40.0,True,True,True,True,True,True,True
4197,2014-10-06T00:00:00.000Z,Severe Storm,DR,NM,2015,2014-07-27T00:00:00.000Z,8,0,0,1,1,9.0,0,0.0,0.0,0.0,6005686.07,1992941.03,3723418.04,277283.52,6282969.59,5829273.28,5829273.28,174443.42204545456,26.0,44.0,11.0,33.0,True,True,True,True,True,True,False
4198,2014-10-09T00:00:00.000Z,Severe Storm,DR,MT,2015,2014-08-21T00:00:00.000Z,6,0,0,1,1,4.0,0,0.0,0.0,0.0,1609009.61,47468.58,1550629.74,110714.19,1719723.8,1609009.6099999999,1609009.6099999999,63554.54058823529,9.0,34.0,4.0,30.0,True,True,True,True,True,True,True
4199,2014-10-29T00:00:00.000Z,Severe Storm,DR,NM,2015,2014-09-15T00:00:00.000Z,8,0,0,1,1,11.0,0,0.0,0.0,0.0,63953486.55,2189437.49,58892503.06,6692168.5,70645655.05,63954728.67,63954728.67,1621449.6107692309,21.0,52.0,24.0,28.0,True,True,True,True,False,False,False
4200,2014-10-31T00:00:00.000Z,Severe Storm,DR,MO,2015,2014-09-09T00:00:00.000Z,20,0,0,1,1,1.0,0,0.0,0.0,0.0,5668467.76,229407.29,5232704.47,1282099.0,6950566.76,5668467.76,5668467.76,40637.11097826087,114.0,184.0,7.0,177.0,True,True,True,True,True,True,True
4201,2014-11-03T00:00:00.000Z,Volcanic Eruption,DR,HI,2015,2014-09-04T00:00:00.000Z,1,0,0,1,1,202.0,0,0.0,0.0,0.0,11180461.69,10816234.46,192426.81,0.0,11180461.69,11180461.69,11180461.69,742500.7685,8.0,20.0,11.0,9.0,False,True,True,False,True,False,False
4202,2014-11-05T00:00:00.000Z,Flood,DR,NV,2015,2014-09-07T00:00:00.000Z,1,0,0,1,1,2.0,0,0.0,0.0,0.0,316269.06,261761.16,4137.71,570570.04,886839.1000000001,316461.45,316461.45,64868.50833333333,2.0,6.0,0.0,6.0,True,True,False,False,False,True,False
4203,2014-11-05T00:00:00.000Z,Flood,DR,AZ,2015,2014-09-07T00:00:00.000Z,2,0,0,1,1,2.0,0,0.0,0.0,0.0,5206761.6,1806461.46,3400300.14,42501.12,5249262.72,5206762.22,5206762.22,71506.5059375,22.0,96.0,12.0,84.0,True,True,True,True,True,True,True
