disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
3019,,,,,,,,,
3020,,,,,,,,,
3021,,,,,,,,,
3022,,,,,,,,,
3023,,,,,,,,,
3024,,,,,,,,,
3025,,,,,,,,,
3026,,,,,,,,,
3027,,,,,,,,,
3028,,,,,,,,,
3029,,,,,,,,,
3030,,,,,,,,,
3031,,,,,,,,,
3032,,,,,,,,,
3033,,,,,,,,,
3034,,,,,,,,,
3035,,,,,,,,,
3036,,,,,,,,,
3037,,,,,,,,,
3038,,,,,,,,,
3039,,,,,,,,,
3040,,,,,,,,,
3041,,,,,,,,,
3042,,,,,,,,,
3043,,,,,,,,,
3044,,,,,,,,,
3045,,,,,,,,,
3046,,,,,,,,,
3047,,,,,,,,,
3048,,,,,,,,,
3049,,,,,,,,,
3050,,,,,,,,,
3051,,,,,,,,,
3052,,,,,,,,,
3053,,,,,,,,,
3054,,,,,,,,,
3055,,,,,,,,,
3056,,,,,,,,,
3057,,,,,,,,,
3058,,,,,,,,,
3059,,,,,,,,,
3060,,,,,,,,,
3061,,,,,,,,,
3062,,,,,,,,,
3063,,,,,,,,,
3064,,,,,,,,,
3065,,,,,,,,,
5449,,,,,,,430647.23,,
3067,,,,,,,,,
3068,,,,,,,,,
3069,,,,,,,,,
3070,,,,,,,,,
3071,,,,,,,,,
3072,,,,,,,,,
3073,,,,,,,,,
3074,,,,,,,,,
3075,,,,,,,,,
3076,,,,,,,,,
3077,,,,,,,,,
3150,,,,547528.1,547528.1,,,2026-02-06T00:00:00.000Z,
3079,,,,,,,,,
4298,,,,9837358.31,684944.84,8958498.74,1447192.8,2026-02-06T00:00:00.000Z,
3081,,,,,,,,,
3082,,,,,,,,,
3083,,,,,,,,,
3084,,,,,,,,,
3085,,,,,,,,,
3086,,,,,,,,,
3087,,,,,,,,,
3088,,,,,,,,,
3089,,,,,,,,,
3090,,,,,,,,,
3091,,,,,,,,,
3092,,,,,,,,,
3093,,,,,,,,,
4508,7148172.7,,7148172.7,82782811.71,79046341.59,,1270357.57,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4539,,,,51551225.64,3935474.78,45939083.83,10029940.74,2026-05-08T00:00:00.000Z,
4528,53689142.35,,53689142.35,323267621.12,304278878.35,,20172747.17,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3098,,,,,,,,,
1974,8585761.3,6981406.64,1604354.66,50409497.12,18838478.32,31325015.95,8713370.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1995,1805969.74,1744834.03,61135.71,14747309.61,587657.83,13957354.76,1041788.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4428,,,,72683537.8,1096415.93,61840544.61,6881451.62,2026-05-08T00:00:00.000Z,
3326,,,,781030.88,777654.44,,,2026-02-06T00:00:00.000Z,
3428,,,,-23499530.3,-23709417.56,,,2026-05-08T00:00:00.000Z,
1614,3640862.23,3069838.57,571023.66,7207478.21,978222.93,6165917.58,556944.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4055,,,,15087219.2,1662486.58,12927510.62,3032978.0,2026-02-06T00:00:00.000Z,
4462,,,,19340531.83,11853990.98,5168929.02,495227.36,2026-05-08T00:00:00.000Z,
4589,,,,14570953.56,1463860.02,12244275.8,845856.54,2026-05-08T00:00:00.000Z,
4457,,,,2781331.45,117435.25,2417610.3,26879.84,2026-05-08T00:00:00.000Z,
4470,,,,13702050.81,6095172.05,7233934.78,480986.47,2026-05-08T00:00:00.000Z,
4423,,,,2250088.49,258132.31,1829578.66,40833.0,2026-05-08T00:00:00.000Z,
4460,,,,5877298.76,259591.69,4785165.16,840380.09,2026-05-08T00:00:00.000Z,
5488,,,,696827.93,679810.05,,0.0,2026-05-08T00:00:00.000Z,
1505,8134432.06,7834700.93,299731.13,47773159.64,6230771.35,40506647.12,2218157.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1744,4360723.47,3402839.22,957884.25,4912916.3,2051785.36,2803847.34,1692900.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1569,4210930.22,3076879.4,1134050.82,4045561.21,505296.22,3448743.72,614553.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4355,,,,10176488.56,1381689.58,7724900.39,447348.92,2026-05-08T00:00:00.000Z,
3119,,,,,,,,,
4655,3680647.89,3454277.91,226369.98,41551144.58,7095256.85,30780178.52,7976811.8,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3121,,,,,,,,,
3122,,,,,,,,,
4716,,,,1544004.64,539384.39,791654.06,0.0,2026-02-06T00:00:00.000Z,
3124,,,,,,,,,
3125,,,,,,,,,
1636,1230390.88,755400.93,474989.95,2286579.47,1024215.71,1181259.24,568677.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4192,,,,548510.68,112092.85,423721.83,52234.63,2026-05-08T00:00:00.000Z,
3128,,,,,,,,,
3129,,,,,,,,,
3130,,,,,,,,,
4832,37793993.46,22712003.67,15081989.79,368274959.6,173671305.36,186532930.81,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4878,9488546.38,6228716.37,3259830.01,19444773.81,3055241.33,15027570.52,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4592,,,,74865695.84,43376274.6,24559114.96,6479762.39,2026-05-08T00:00:00.000Z,
4588,,,,38793425.18,894353.5,35009595.38,5711712.78,2026-05-08T00:00:00.000Z,
4319,,,,62692062.94,1381183.67,59699798.78,5106912.05,2026-05-08T00:00:00.000Z,
4345,,,,7573398.42,5136909.69,1651131.67,265140.44,2026-05-08T00:00:00.000Z,
4305,,,,63644360.74,16565455.5,44649762.51,7339028.45,2026-05-08T00:00:00.000Z,
4817,91507405.41,48837741.23,42669664.18,69761708.64,34631415.19,33487589.21,7813.6,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1650,31528398.09,24766553.19,6761844.9,218051022.04,29227725.38,175593249.2,10584690.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4070,,,,8796860.02,6024393.78,2606526.47,670441.0,2026-02-06T00:00:00.000Z,
4372,,,,35060650.81,7976017.41,24089243.82,4519465.6,2026-05-08T00:00:00.000Z,
4315,,,,84001898.26,790671.36,81986969.76,7522835.04,2026-05-08T00:00:00.000Z,
1491,57048028.63,33948484.29,23099544.34,204913750.38,178024945.68,27447793.49,16387580.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1852,,,,2915456.44,147380.37,2766773.17,229235.0,2026-02-06T00:00:00.000Z,
3145,,,,,,,,,
3146,,,,,,,,,
3147,,,,,,,,,
1420,,,,5581544.94,561438.53,4781884.9,1122434.0,2026-02-06T00:00:00.000Z,
3149,,,,,,,,,
1535,,,,10223840.2,833386.98,9138256.14,771366.0,2026-02-06T00:00:00.000Z,
3151,,,,,,,,,
3152,,,,,,,,,
3597,,,,2635138.07,2483112.33,,,2026-05-08T00:00:00.000Z,
1380,,,,9040908.02,6082907.61,2964651.36,14135775.0,2026-02-06T00:00:00.000Z,
3335,,,,5191261.4,5183599.95,,,2026-02-06T00:00:00.000Z,
4112,,,,1320792.96,1276060.46,2043.5,140026.0,2026-02-06T00:00:00.000Z,
4313,,,,9158293.36,793624.91,8004637.45,1695975.0,2026-05-08T00:00:00.000Z,
3158,,,,,,,,,
3159,,,,,,,,,
4190,,,,2352906.01,223216.2,1940643.67,268862.0,2026-02-06T00:00:00.000Z,
4169,,,,6364572.95,2303799.95,3930779.53,872345.55,2026-02-06T00:00:00.000Z,
4426,,,,13773887.86,1185473.07,11925288.07,704653.25,2026-05-08T00:00:00.000Z,
1519,19193921.3,13999401.04,5194520.26,10648040.68,1569652.38,9122880.76,2164906.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3586,,,,960363.88,802691.75,,,2026-05-08T00:00:00.000Z,
4422,,,,575161.5,21703.5,511951.5,0.0,2026-05-08T00:00:00.000Z,
1287,,,,3704291.45,2689766.86,906909.42,3182052.0,2026-02-06T00:00:00.000Z,
1307,,,,1010652.61,397663.92,612988.69,111961.0,2026-02-06T00:00:00.000Z,
3168,,,,,,,,,
4885,,,,6538432.93,25137.73,5647324.84,0.0,2026-05-08T00:00:00.000Z,
5544,,,,,,,0.0,,
3217,,,,34877040.15,34804266.55,,,2026-02-06T00:00:00.000Z,
1686,1354036.12,906501.94,447534.18,50808150.05,29983464.9,20449721.81,8877853.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5251,,,,665090.01,247536.26,,0.0,2026-02-06T00:00:00.000Z,
1909,169303511.72,146829691.09,22473820.63,245881944.82,61318428.82,178350444.0,64806420.55,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1611,,,,1046674.03,464017.15,528666.83,68814.0,2026-02-06T00:00:00.000Z,
5434,,,,1027110.45,57906.64,,1428146.3,2026-02-06T00:00:00.000Z,
4773,,,,204081.9,8659.58,178000.7,0.0,2026-05-08T00:00:00.000Z,
4505,11966533.5,,11966533.5,818835715.79,808350653.31,,17835163.62,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4413,28176282.28,27836540.48,339741.8,186725156.06,15432110.5,153725743.23,14004933.6,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5153,,,,820738.65,1862.8,,0.0,2026-02-06T00:00:00.000Z,
4601,1962203.12,1787063.29,175139.83,19754997.54,1542651.77,17015220.04,1922958.53,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1980,37062310.48,22596129.42,14466181.06,160170851.47,63857572.56,94239416.78,92526566.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4665,51854048.53,43963171.24,7890877.29,25284698.38,2134626.27,21331616.64,16633885.27,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4397,,,,30809174.18,4284069.25,23365714.32,449384.97,2026-05-08T00:00:00.000Z,
1979,11386784.01,10011898.05,1374885.96,18433516.77,8549345.81,9665495.17,4213705.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1840,7382877.18,5906743.59,1476133.59,5187726.21,1903507.66,3068546.66,2530307.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4299,,,,133911262.84,3759961.12,126264394.38,12222797.42,2026-05-08T00:00:00.000Z,
2463,,,,540451.0,16907.28,,,2026-02-06T00:00:00.000Z,
4095,,,,2113605.92,466662.47,1642589.32,158765.0,2026-02-06T00:00:00.000Z,
1389,,,,708827.27,276994.7,460813.63,255255.0,2026-02-06T00:00:00.000Z,
4685,5557341.55,4745500.72,811840.83,36328111.89,20999509.42,12570113.24,3899207.63,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2345,,,,2539053.48,2539053.48,,,2026-02-06T00:00:00.000Z,
2327,,,,871692.4,871692.4,,,2026-02-06T00:00:00.000Z,
2684,,,,162574.07,162574.07,,0.0,2026-02-06T00:00:00.000Z,
4532,1552805.91,,1552805.91,474497599.84,449473307.66,,9248502.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3533,,,,1292559.68,1190472.68,,,2026-05-08T00:00:00.000Z,
2424,,,,258389.44,255103.7,,,2026-02-06T00:00:00.000Z,
5018,,,,285252.85,35501.83,,0.0,2026-02-06T00:00:00.000Z,
2976,,,,2929255.77,37845.73,,0.0,2026-02-06T00:00:00.000Z,
2937,,,,807344.61,6117.8,,0.0,2026-02-06T00:00:00.000Z,
2832,,,,889842.57,47325.45,,0.0,2026-02-06T00:00:00.000Z,
2329,,,,422314.25,422314.25,,,2026-02-06T00:00:00.000Z,
5204,,,,9219383.36,84313.83,,0.0,2026-02-06T00:00:00.000Z,
5099,,,,7905132.26,199462.21,,347360.0,2026-02-06T00:00:00.000Z,
3212,,,,,,,,,
3213,,,,,,,,,
3214,,,,,,,,,
3342,,,,28257.8,26307.8,,,2026-02-06T00:00:00.000Z,
5259,,,,4305827.58,217345.14,,0.0,2026-02-06T00:00:00.000Z,
5211,,,,1335350.27,9266.23,,0.0,2026-02-06T00:00:00.000Z,
2912,,,,164326.83,7345.22,,0.0,2026-02-06T00:00:00.000Z,
4312,,,,269934.77,36627.59,233307.18,1650.0,2026-02-06T00:00:00.000Z,
2563,,,,76008.85,11631.8,,0.0,2026-02-06T00:00:00.000Z,
5444,,,,5211696.92,67609.15,,0.0,2026-02-06T00:00:00.000Z,
2811,,,,96586.9,86273.75,,0.0,2026-02-06T00:00:00.000Z,
2999,,,,619731.97,303544.82,,0.0,2026-02-06T00:00:00.000Z,
5450,,,,8512204.78,402287.55,,0.0,2026-02-06T00:00:00.000Z,
5183,,,,2393401.79,6603.12,,487954.24,2026-02-06T00:00:00.000Z,
2837,,,,321803.65,8145.79,,0.0,2026-02-06T00:00:00.000Z,
2373,,,,2722101.81,2722101.81,,,2026-02-06T00:00:00.000Z,
2578,,,,93267.74,,,0.0,2026-02-06T00:00:00.000Z,
3304,,,,544794.58,544794.58,,,2026-02-06T00:00:00.000Z,
2647,,,,2718247.83,,,0.0,2026-02-06T00:00:00.000Z,
2368,,,,1121445.74,1121445.74,,,2026-02-06T00:00:00.000Z,
2304,,,,587627.7,587627.7,,,2026-02-06T00:00:00.000Z,
2687,,,,4883323.68,4883323.68,,0.0,2026-02-06T00:00:00.000Z,
4194,,,,4363162.7,2948040.62,1203970.08,0.0,2026-05-08T00:00:00.000Z,
4349,,,,14968939.51,3067775.06,11421068.76,1992228.02,2026-05-08T00:00:00.000Z,
1642,18613563.29,16757185.29,1856378.0,18874930.28,7480717.08,11332714.43,1881915.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5298,,,,3332983.74,266576.94,,0.0,2026-05-08T00:00:00.000Z,
2796,,,,635400.05,27465.68,,0.0,2026-02-06T00:00:00.000Z,
5148,,,,347893.55,343093.29,,0.0,2026-05-08T00:00:00.000Z,
1631,1587654.75,964476.46,623178.29,5542439.5,736968.2,4785166.54,970594.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4497,74129003.94,,74129003.94,163080298.09,159661980.14,,6504135.39,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4430,,,,495888.42,10137.9,478003.97,0.0,2026-05-08T00:00:00.000Z,
2558,,,,187479.36,,,0.0,2026-02-06T00:00:00.000Z,
4820,15652328.77,11309075.36,4343253.41,21277588.3,3883648.71,16812297.55,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2350,,,,81878.55,81878.55,,,2026-02-06T00:00:00.000Z,
2697,,,,80752.71,7903.09,,0.0,2026-02-06T00:00:00.000Z,
5311,,,,898824.68,,,0.0,2026-02-06T00:00:00.000Z,
5065,,,,152495.99,,,0.0,2026-02-06T00:00:00.000Z,
5191,,,,431868.84,,,0.0,2026-02-06T00:00:00.000Z,
3203,,,,6273609.34,6336868.61,,,2026-02-06T00:00:00.000Z,
4875,4104288.87,2403491.17,1700797.7,6093156.0,308058.84,5007418.94,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1688,,,,65377279.14,13939362.28,50951621.84,8187875.0,2026-02-06T00:00:00.000Z,
5152,,,,1063262.16,1060389.69,,0.0,2026-05-08T00:00:00.000Z,
4760,,,,11740665.9,322694.21,9818886.2,2292826.36,2026-05-08T00:00:00.000Z,
3260,,,,,,,,,
4746,,,,543053.87,237371.78,259323.83,0.0,2026-05-08T00:00:00.000Z,
1713,,,,2939821.65,295753.63,2178656.38,345661.0,2026-02-06T00:00:00.000Z,
1282,,,,10955690.74,1814403.47,8883933.06,2636499.0,2026-02-06T00:00:00.000Z,
3218,,,,9466263.25,9339813.89,,,2026-02-06T00:00:00.000Z,
4557,11423336.69,8178199.02,3245137.67,196676257.44,160855179.78,29635947.15,44854826.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1792,63878324.09,54137482.22,9740841.87,220637580.3,123311137.83,88386279.47,37080349.27,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3268,,,,,,,,,
1935,374827388.04,318249256.27,56578131.77,5010717.42,734014.91,4215071.38,46935363.7,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1313,,,,8726361.63,3164581.04,5580429.08,1311471.0,2026-02-06T00:00:00.000Z,
1277,,,,8534710.43,1862546.18,6422742.96,2449736.0,2026-02-06T00:00:00.000Z,
1604,1293717474.49,875826174.58,417891299.91,3218622939.83,1167843295.7,1821893613.35,334719377.82,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2456,,,,15963332.0,453833.76,,,2026-02-06T00:00:00.000Z,
4614,255474480.36,229926923.16,25547557.2,349817297.92,79564807.56,244665131.08,32404846.36,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4390,,,,25415597.64,2185869.03,20982718.66,3610529.06,2026-05-08T00:00:00.000Z,
4399,149572302.29,123061722.8,26510579.49,2252546710.61,1400851914.22,669821562.93,136174375.29,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1996,6708117.08,6271847.46,436269.62,42263772.07,3743449.94,38421379.54,7332356.37,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1587,3869721.15,3227036.68,642684.47,18759804.26,1593857.45,17152485.33,1651431.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3279,,,,,,,,,
3280,,,,,,,,,
3281,,,,,,,,,
3282,,,,,,,,,
5587,,,,,,,0.0,,
3284,,,,,,,,,
4173,,,,9571816.89,7753726.49,1553040.66,1162948.14,2026-02-06T00:00:00.000Z,
4461,,,,66779371.3,34770358.5,26334317.01,5626161.38,2026-05-08T00:00:00.000Z,
3289,,,,,,,,,
3295,,,,,,,,,
3296,,,,,,,,,
3297,,,,,,,,,
3298,,,,,,,,,
1880,,,,84281914.59,5984834.17,77280358.34,21711154.0,2026-02-06T00:00:00.000Z,
1771,10024142.17,8979826.09,1044316.08,53407870.95,26389243.37,26645847.98,6066205.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3301,,,,,,,,,
3302,,,,,,,,,
3303,,,,,,,,,
4641,,,,8768267.55,272971.63,8272206.57,1243072.74,2026-05-08T00:00:00.000Z,
1827,,,,18571978.65,15291436.85,527906.77,1671236.0,2026-02-06T00:00:00.000Z,
4367,,,,5146389.49,243268.83,4587169.59,302464.66,2026-05-08T00:00:00.000Z,
3307,,,,,,,,,
3308,,,,,,,,,
1886,,,,874502.99,494573.42,365872.61,186548.0,2026-02-06T00:00:00.000Z,
3310,,,,,,,,,
3311,,,,,,,,,
3312,,,,,,,,,
3313,,,,,,,,,
1868,,,,19988438.27,28063.66,19824316.38,4996596.0,2026-02-06T00:00:00.000Z,
4565,,,,2488987.34,11272.5,2322226.82,483389.08,2026-05-08T00:00:00.000Z,
3316,,,,,,,,,
3317,,,,,,,,,
3318,,,,,,,,,
3319,,,,,,,,,
3200,,,,12467305.96,12564859.85,,,2026-02-06T00:00:00.000Z,
3321,,,,,,,,,
5295,,,,63051706.37,6766023.8,,0.0,2026-02-06T00:00:00.000Z,
3323,,,,,,,,,
3324,,,,,,,,,
3325,,,,,,,,,
3173,,,,16025623.46,16064502.88,,,2026-02-06T00:00:00.000Z,
3327,,,,,,,,,
4740,,,,12482056.57,1391540.1,9847589.15,1608300.29,2026-05-08T00:00:00.000Z,
1540,,,,6365836.25,6301599.55,20750.69,533754.0,2026-02-06T00:00:00.000Z,
1456,,,,6239034.16,754985.05,5428511.09,72631.0,2026-02-06T00:00:00.000Z,
3331,,,,,,,,,
3332,,,,,,,,,
3334,,,,,,,,,
5127,,,,5905956.47,157086.98,,0.0,2026-02-06T00:00:00.000Z,
4639,,,,6683006.85,1430795.79,4781838.02,1065894.07,2026-05-08T00:00:00.000Z,
3337,,,,,,,,,
3338,,,,,,,,,
3339,,,,,,,,,
1507,1238534.8,986202.99,252331.81,11703087.98,933998.65,10773864.15,774857.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4127,,,,2774452.64,178053.14,2577569.85,265599.27,2026-02-06T00:00:00.000Z,
4208,,,,2643562.21,2531715.73,89035.53,407016.03,2026-02-06T00:00:00.000Z,
3343,,,,,,,,,
3344,,,,,,,,,
3345,,,,,,,,,
3346,,,,,,,,,
3347,,,,,,,,,
3348,,,,,,,,,
3349,,,,,,,,,
3350,,,,,,,,,
3351,,,,,,,,,
3352,,,,,,,,,
3353,,,,,,,,,
3354,,,,,,,,,
3355,,,,,,,,,
3356,,,,,,,,,
3357,,,,,,,,,
4425,,,,5460572.79,494674.49,4965898.3,206208.0,2026-05-08T00:00:00.000Z,
3359,,,,,,,,,
4670,,,,205733.56,10304.38,195429.18,0.0,2026-05-08T00:00:00.000Z,
3361,,,,,,,,,
3364,,,,,,,,,
3365,,,,,,,,,
4133,,,,173358.39,166972.63,0.0,21114.86,2026-02-06T00:00:00.000Z,
3367,,,,,,,,,
3368,,,,,,,,,
3369,,,,,,,,,
3370,,,,,,,,,
3371,,,,,,,,,
3372,,,,,,,,,
3373,,,,,,,,,
3374,,,,,,,,,
3375,,,,,,,,,
4186,,,,11078851.36,1538644.0,9300023.34,1512985.0,2026-02-06T00:00:00.000Z,
3377,,,,,,,,,
3378,,,,,,,,,
3379,,,,,,,,,
3380,,,,,,,,,
3381,,,,,,,,,
5252,,,,1361223.86,139516.49,,0.0,2026-05-08T00:00:00.000Z,
3383,,,,,,,,,
4351,,,,10235172.68,729259.64,9041625.86,597107.94,2026-02-06T00:00:00.000Z,
3385,,,,,,,,,
3386,,,,,,,,,
3387,,,,,,,,,
3388,,,,,,,,,
4362,774416.84,549705.7,224711.14,40633608.74,8617303.56,25112650.59,5457632.77,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3390,,,,,,,,,
3391,,,,,,,,,
1951,,,,1555019.55,1127995.2,398819.52,148960.0,2026-02-06T00:00:00.000Z,
3393,,,,,,,,,
3394,,,,,,,,,
2685,,,,19179060.64,5956286.55,,0.0,2026-02-06T00:00:00.000Z,
3396,,,,,,,,,
3397,,,,,,,,,
3398,,,,,,,,,
3399,,,,,,,,,
3400,,,,,,,,,
3402,,,,,,,,,
3407,,,,,,,,,
3408,,,,,,,,,
3409,,,,,,,,,
3410,,,,,,,,,
3411,,,,,,,,,
3412,,,,,,,,,
3248,,,,988951.24,881982.66,,,2026-02-06T00:00:00.000Z,
3414,,,,,,,,,
3415,,,,,,,,,
3416,,,,,,,,,
3417,,,,,,,,,
3418,,,,,,,,,
3419,,,,,,,,,
3420,,,,,,,,,
3421,,,,,,,,,
3422,,,,,,,,,
3423,,,,,,,,,
3424,,,,,,,,,
3425,,,,,,,,,
3426,,,,,,,,,
3427,,,,,,,,,
2646,,,,2537766.32,,,0.0,2026-02-06T00:00:00.000Z,
3429,,,,,,,,,
3430,,,,,,,,,
3431,,,,,,,,,
3432,,,,,,,,,
3433,,,,,,,,,
3434,,,,,,,,,
2958,,,,12571783.43,2575972.11,,0.0,2026-02-06T00:00:00.000Z,
3436,,,,,,,,,
3437,,,,,,,,,
3438,,,,,,,,,
3439,,,,,,,,,
3440,,,,,,,,,
2788,,,,2416515.89,649676.67,,0.0,2026-02-06T00:00:00.000Z,
2453,,,,766295.66,139173.33,,,2026-02-06T00:00:00.000Z,
1778,,,,1086864.23,10494.54,1070445.67,53071.0,2026-02-06T00:00:00.000Z,
3444,,,,,,,,,
3445,,,,,,,,,
3446,,,,,,,,,
3447,,,,,,,,,
3448,,,,,,,,,
3449,,,,,,,,,
3450,,,,,,,,,
3451,,,,,,,,,
3452,,,,,,,,,
3453,,,,,,,,,
3454,,,,,,,,,
3455,,,,,,,,,
3456,,,,,,,,,
3457,,,,,,,,,
3458,,,,,,,,,
2360,,,,695210.91,695210.91,,,2026-02-06T00:00:00.000Z,
3460,,,,,,,,,
3461,,,,,,,,,
3462,,,,,,,,,
3463,,,,,,,,,
3464,,,,,,,,,
3465,,,,,,,,,
3466,,,,,,,,,
3467,,,,,,,,,
3468,,,,,,,,,
3469,,,,,,,,,
3470,,,,,,,,,
3471,,,,,,,,,
3472,,,,,,,,,
3473,,,,,,,,,
3474,,,,,,,,,
3475,,,,,,,,,
3476,,,,,,,,,
3477,,,,,,,,,
3478,,,,,,,,,
3479,,,,,,,,,
3480,,,,,,,,,
3481,,,,,,,,,
3482,,,,,,,,,
3483,,,,,,,,,
2851,,,,1406149.26,126395.92,,0.0,2026-02-06T00:00:00.000Z,
3485,,,,,,,,,
5404,,,,1097960.02,104759.43,,33200.0,2026-02-06T00:00:00.000Z,
3487,,,,,,,,,
2525,,,,13799889.68,93122.68,,0.0,2026-02-06T00:00:00.000Z,
4896,,,,1211368.96,396142.36,522702.01,0.0,2026-05-08T00:00:00.000Z,
5290,,,,2380887.68,,,0.0,2026-02-06T00:00:00.000Z,
3491,,,,,,,,,
3492,,,,,,,,,
3493,,,,,,,,,
3494,,,,,,,,,
5060,,,,2498698.87,4801.23,,0.0,2026-02-06T00:00:00.000Z,
5601,,,,,,,0.0,,
5606,,,,,,,0.0,,
3640,,,,0.0,0.0,,,2026-05-08T00:00:00.000Z,
3499,,,,,,,,,
3500,,,,,,,,,
3501,,,,,,,,,
3502,,,,,,,,,
3220,,,,3810182.41,3810182.41,,,2026-02-06T00:00:00.000Z,
2707,,,,1137113.61,,,0.0,2026-02-06T00:00:00.000Z,
5043,,,,174850.88,23842.91,,0.0,2026-02-06T00:00:00.000Z,
4823,726953.54,435795.88,291157.66,738444.93,202467.01,535977.92,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2988,,,,1997340.79,7113.24,,0.0,2026-02-06T00:00:00.000Z,
3508,,,,,,,,,
3509,,,,,,,,,
3510,,,,,,,,,
3511,,,,,,,,,
3512,,,,,,,,,
3513,,,,,,,,,
3514,,,,,,,,,
5309,,,,1314787.49,456852.36,,0.0,2026-02-06T00:00:00.000Z,
3516,,,,,,,,,
3517,,,,,,,,,
2275,,,,60072.88,60072.88,,,2026-02-06T00:00:00.000Z,
3519,,,,,,,,,
3520,,,,,,,,,
4805,,,,79526726.65,1160133.79,71219179.57,1202748.5,2026-05-08T00:00:00.000Z,
3522,,,,,,,,,
2559,,,,139843.79,,,0.0,2026-02-06T00:00:00.000Z,
3524,,,,,,,,,
3525,,,,,,,,,
5497,,,,,,,0.0,,
5000,,,,490873.82,140970.26,,0.0,2026-02-06T00:00:00.000Z,
2416,,,,6435257.27,5001925.63,,,2026-02-06T00:00:00.000Z,
2749,,,,5698.56,,,0.0,2026-02-06T00:00:00.000Z,
4363,3883630.08,3436880.94,446749.14,10631885.98,2383527.43,7777755.74,1587635.82,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3531,,,,,,,,,
3532,,,,,,,,,
4721,,,,40748321.49,8427678.75,29063124.63,2508938.63,2026-05-08T00:00:00.000Z,
3534,,,,,,,,,
3535,,,,,,,,,
3536,,,,,,,,,
3537,,,,,,,,,
3538,,,,,,,,,
4020,102809877.74,95805556.1,7004321.64,564367352.11,167285986.97,386862744.09,64309784.84,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4624,,,,13956368.15,192732.48,12789222.34,2038013.4,2026-05-08T00:00:00.000Z,
3541,,,,,,,,,
3542,,,,,,,,,
2879,,,,40471.62,32581.27,,0.0,2026-02-06T00:00:00.000Z,
