disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
4340,44112249.83,30365387.35,13746862.48,21984644511.15,1863884940.14,17721495891.66,197061537.59,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1983,13543057.75,12834588.26,708469.49,7465375.43,5162720.64,2038082.79,1443981.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3546,,,,,,,,,
3547,,,,,,,,,
5174,,,,72527.19,27313.7,,0.0,2026-02-06T00:00:00.000Z,
3549,,,,,,,,,
2904,,,,24495.08,2506.31,,0.0,2026-02-06T00:00:00.000Z,
2509,,,,0.0,0.0,,0.0,2026-02-06T00:00:00.000Z,
3552,,,,,,,,,
5173,,,,75847.49,41785.39,,0.0,2026-02-06T00:00:00.000Z,
3554,,,,,,,,,
3555,,,,,,,,,
3556,,,,,,,,,
2977,,,,43502.24,,,0.0,2026-02-06T00:00:00.000Z,
3558,,,,,,,,,
3320,,,,16250.69,16250.69,,,2026-02-06T00:00:00.000Z,
2753,,,,147786.26,,,0.0,2026-02-06T00:00:00.000Z,
1289,,,,785818.09,84066.71,685083.81,305977.0,2026-02-06T00:00:00.000Z,
3563,,,,,,,,,
3565,,,,,,,,,
3566,,,,,,,,,
3567,,,,,,,,,
3568,,,,,,,,,
1345,,,,288481152.48,6632491.52,279844097.69,76656943.0,2026-02-06T00:00:00.000Z,
3570,,,,,,,,,
3571,,,,,,,,,
3572,,,,,,,,,
3573,,,,,,,,,
4512,75246340.4,,75246340.4,1018696402.87,960011404.23,,35141306.38,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3575,,,,,,,,,
3576,,,,,,,,,
1675,,,,240543859.57,2159373.67,237654268.12,32870167.0,2026-02-06T00:00:00.000Z,
3578,,,,,,,,,
3579,,,,,,,,,
3580,,,,,,,,,
1934,,,,17450052.93,3136193.16,13924511.99,1579035.0,2026-02-06T00:00:00.000Z,
1376,,,,23460073.66,4220258.24,18158271.52,3517976.0,2026-02-06T00:00:00.000Z,
3583,,,,,,,,,
3584,,,,,,,,,
1622,,,,8177519.39,942474.29,7224640.32,643609.0,2026-02-06T00:00:00.000Z,
1310,,,,4680340.29,1386231.25,3245139.39,250405.0,2026-02-06T00:00:00.000Z,
3587,,,,,,,,,
3588,,,,,,,,,
4613,,,,2527459.01,206606.24,2070715.19,502174.04,2026-05-08T00:00:00.000Z,
3590,,,,,,,,,
3591,,,,,,,,,
3592,,,,,,,,,
1830,2440267.06,2321345.07,118921.99,29675993.97,9311835.82,19243999.22,3063408.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1896,,,,9201061.54,7699691.39,1449413.9,208855.0,2026-02-06T00:00:00.000Z,
1825,,,,26341587.62,12516048.66,12588742.81,5132047.0,2026-02-06T00:00:00.000Z,
3243,,,,1247816.81,1236500.74,,,2026-02-06T00:00:00.000Z,
4162,,,,28838743.06,963182.26,26421430.57,2376450.44,2026-05-08T00:00:00.000Z,
4403,,,,4029663.87,354500.23,3180368.38,602356.25,2026-05-08T00:00:00.000Z,
3442,,,,2962667.09,2937494.19,,,2026-05-08T00:00:00.000Z,
4669,,,,1273951.56,273449.67,994829.97,0.0,2026-05-08T00:00:00.000Z,
4744,,,,3851734.64,293586.45,3159836.5,506842.84,2026-05-08T00:00:00.000Z,
5260,,,,8137774.81,672205.12,,0.0,2026-05-08T00:00:00.000Z,
4368,,,,30198383.77,28467470.33,595794.24,1970744.5,2026-02-06T00:00:00.000Z,
4714,,,,476684.72,39447.68,396544.45,0.0,2026-05-08T00:00:00.000Z,
4849,,,,888872.15,153688.21,735183.94,0.0,2026-05-08T00:00:00.000Z,
1465,2305722.55,1229822.49,1075900.06,4366087.01,2280285.57,1914677.82,793525.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1490,45380866.63,23122365.52,22258501.11,70854431.54,50724584.41,19149915.85,4706946.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1966,,,,8143719.94,8082616.57,47965.6,1681284.0,2026-02-06T00:00:00.000Z,
4152,,,,41559914.56,13112859.48,27109982.08,1979409.38,2026-05-08T00:00:00.000Z,
1634,1597672.53,818504.04,779168.49,12467781.38,4130088.81,8267858.06,716476.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4354,,,,8163787.83,4555220.37,3327475.29,8512.9,2026-05-08T00:00:00.000Z,
4474,,,,22901968.61,795064.55,20609895.01,973876.5,2026-05-08T00:00:00.000Z,
1663,,,,9169973.3,783529.61,8173862.99,1257854.0,2026-02-06T00:00:00.000Z,
1881,,,,2944843.15,2914471.35,35055.01,255138.0,2026-02-06T00:00:00.000Z,
4255,,,,25473437.32,6023300.4,17529709.94,2143138.5,2026-02-06T00:00:00.000Z,
1443,2028548.78,640454.36,1388094.42,20182808.77,1810120.86,18509601.88,1685619.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4042,16621823.6,16561667.23,60156.37,43550470.92,6275158.24,36377833.1,6056785.3,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4396,1011549.7,628323.13,383226.57,4097124.48,932066.06,2446038.53,298662.27,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3392,,,,4365509.79,4021752.95,0.0,,2026-05-08T00:00:00.000Z,
4717,,,,6541703.41,507655.6,5420532.58,1009435.46,2026-05-08T00:00:00.000Z,
4343,,,,8866606.39,919908.23,7053336.25,1649328.35,2026-05-08T00:00:00.000Z,
4346,,,,33224174.85,17590993.77,12972120.25,3600906.57,2026-05-08T00:00:00.000Z,
4043,,,,946367.37,6059.73,935840.02,116340.75,2026-02-06T00:00:00.000Z,
4219,,,,7415157.76,159992.62,7226482.16,1237705.28,2026-02-06T00:00:00.000Z,
5525,,,,,,,0.0,,
4188,,,,19903187.12,3597004.1,15571644.24,3313031.92,2026-02-06T00:00:00.000Z,
5526,,,,,,,0.0,,
5067,,,,8062198.55,212807.85,,0.0,2026-02-06T00:00:00.000Z,
4329,,,,6763182.28,157448.95,6025101.74,51048.32,2026-05-08T00:00:00.000Z,
1537,,,,3480615.66,974965.19,2486208.76,215809.0,2026-02-06T00:00:00.000Z,
2701,,,,269310.94,21996.03,,0.0,2026-02-06T00:00:00.000Z,
4899,35950922.36,16412333.12,19538589.24,26136878.55,25704536.76,27829.36,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4797,16916975.81,10887544.99,6029430.82,30293471.31,7565289.18,21272381.47,907943.77,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1968,,,,37703713.52,9391241.13,27270667.39,4257267.97,2026-02-06T00:00:00.000Z,
2772,,,,2703561.16,95153.74,,0.0,2026-02-06T00:00:00.000Z,
1449,,,,2603436.29,92330.13,2464159.91,0.0,2026-02-06T00:00:00.000Z,
2850,,,,4327774.39,27113.28,,0.0,2026-02-06T00:00:00.000Z,
3174,,,,416827.64,416827.64,,,2026-02-06T00:00:00.000Z,
4762,,,,6664045.72,83421.83,5879953.11,282769.0,2026-05-08T00:00:00.000Z,
4785,,,,4946163.09,3360199.84,1371179.26,245677.45,2026-05-08T00:00:00.000Z,
4756,3372753.83,3259527.67,113226.16,4817396.83,391014.01,3967983.49,212999.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4479,,,,8131365.59,1618202.28,5890578.35,659054.56,2026-05-08T00:00:00.000Z,
5090,,,,5910094.63,24569.58,,35216.25,2026-02-06T00:00:00.000Z,
1858,58951222.09,51103383.71,7847838.38,79094216.7,7457302.56,70583904.39,27764486.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4249,,,,25040281.77,5993518.24,18312143.18,2558492.21,2026-05-08T00:00:00.000Z,
4616,,,,28397526.68,4302527.57,22868908.38,3564082.73,2026-05-08T00:00:00.000Z,
1592,,,,1906286.59,202473.88,1466606.24,82281.0,2026-02-06T00:00:00.000Z,
3376,,,,6999940.03,6887862.58,,,2026-02-06T00:00:00.000Z,
5250,,,,17993983.31,421330.99,,0.0,2026-02-06T00:00:00.000Z,
2763,,,,1922531.45,33910.63,,0.0,2026-02-06T00:00:00.000Z,
4225,,,,16081740.66,1534204.21,14334603.75,1364562.82,2026-05-08T00:00:00.000Z,
2965,,,,3000795.51,169412.44,,0.0,2026-02-06T00:00:00.000Z,
5094,,,,930657.61,10860.03,,33602.22,2026-02-06T00:00:00.000Z,
5258,,,,806419.18,7754.47,,0.0,2026-02-06T00:00:00.000Z,
2854,,,,579945.39,2376.19,,0.0,2026-02-06T00:00:00.000Z,
2546,,,,892685.29,2957.46,,0.0,2026-02-06T00:00:00.000Z,
2543,,,,3033966.29,18934.37,,0.0,2026-02-06T00:00:00.000Z,
2877,,,,951915.12,17360.96,,0.0,2026-02-06T00:00:00.000Z,
4789,,,,1996246.3,337481.18,1415069.42,13786.0,2026-05-08T00:00:00.000Z,
1950,,,,574530.98,68111.93,506419.05,74844.0,2026-02-06T00:00:00.000Z,
4515,77402974.66,,77402974.66,187459686.29,182498492.27,,15412443.94,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2335,,,,428499.97,428499.97,,,2026-02-06T00:00:00.000Z,
4485,279420157.4,,279420157.4,13915966242.15,13362403608.37,,213983249.86,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2853,,,,130014.08,29309.41,,0.0,2026-02-06T00:00:00.000Z,
2885,,,,8824311.63,67520.38,,0.0,2026-02-06T00:00:00.000Z,
5016,,,,3135.26,3135.26,,0.0,2026-02-06T00:00:00.000Z,
2667,,,,1154485.44,,,0.0,2026-02-06T00:00:00.000Z,
2643,,,,135566.78,47464.5,,0.0,2026-02-06T00:00:00.000Z,
5247,,,,1897908.28,92248.62,,0.0,2026-02-06T00:00:00.000Z,
2898,,,,55897.82,17884.02,,0.0,2026-02-06T00:00:00.000Z,
2777,,,,406862.16,,,0.0,2026-02-06T00:00:00.000Z,
2897,,,,75184.0,,,0.0,2026-02-06T00:00:00.000Z,
4566,,,,3368018.0,2234486.74,1022568.0,362790.99,2026-05-08T00:00:00.000Z,
2414,,,,561239.87,561239.87,,,2026-02-06T00:00:00.000Z,
2930,,,,212620.81,18186.55,,0.0,2026-02-06T00:00:00.000Z,
2459,,,,116022.56,,,,2026-02-06T00:00:00.000Z,
2666,,,,177499.59,,,0.0,2026-02-06T00:00:00.000Z,
4459,,,,18126365.53,11006915.43,5555862.17,3442055.76,2026-05-08T00:00:00.000Z,
2682,,,,89839.23,,,0.0,2026-02-06T00:00:00.000Z,
5425,,,,464403.62,59032.61,,518657.96,2026-02-06T00:00:00.000Z,
5243,,,,1320318.18,408557.15,,0.0,2026-02-06T00:00:00.000Z,
5125,,,,2004706.26,37349.85,,0.0,2026-02-06T00:00:00.000Z,
5171,,,,1082212.23,310991.97,,0.0,2026-02-06T00:00:00.000Z,
2482,,,,34326.0,,,0.0,2026-02-06T00:00:00.000Z,
4440,2154577.84,1777702.8,376875.04,60118732.6,5035823.13,52823707.56,9613297.06,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1834,1864525.69,1583637.41,280888.28,4704401.46,2875234.42,1768141.04,1280884.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5154,,,,3644.11,,,446662.49,2026-02-06T00:00:00.000Z,
1624,1657653.02,805363.38,852289.64,34095882.43,33808928.54,385466.97,1681560.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5435,,,,4072541.39,,,0.0,2026-02-06T00:00:00.000Z,
4228,,,,10855649.51,4048184.58,6536667.93,1066415.11,2026-05-08T00:00:00.000Z,
1742,,,,1334506.76,191135.32,1126687.79,111712.0,2026-02-06T00:00:00.000Z,
1580,10017388.91,4306096.86,5711292.05,97938844.86,15498901.21,82705823.9,5694936.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1705,2518434.46,2301656.2,216778.26,12175172.49,670897.94,11293748.08,2957925.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3169,,,,88203232.21,90360427.93,,,2026-02-06T00:00:00.000Z,
1324,,,,10907868.92,10902315.84,-40533.34,1613748.0,2026-02-06T00:00:00.000Z,
3363,908559.23,368377.93,540181.3,4019821.87,3877551.87,,,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4158,,,,24638260.54,17862888.87,5863650.28,4992692.68,2026-05-08T00:00:00.000Z,
1575,,,,18589306.34,9095619.04,8842387.44,222817.0,2026-02-06T00:00:00.000Z,
4394,24523834.2,21521282.91,3002551.29,98752312.53,56969745.08,31622200.11,15860395.74,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4077,,,,16595662.54,10321385.81,5912592.15,3299351.0,2026-02-06T00:00:00.000Z,
1946,,,,17541820.75,444762.01,16504549.0,288278.0,2026-02-06T00:00:00.000Z,
1293,,,,19890308.77,8206956.08,11605641.68,4034816.0,2026-02-06T00:00:00.000Z,
2411,,,,0.0,0.0,,,2026-02-06T00:00:00.000Z,
3561,,,,2157862.51,1993375.99,,,2026-05-08T00:00:00.000Z,
4667,,,,1635118.02,183010.34,1360038.45,74201.67,2026-05-08T00:00:00.000Z,
4811,,,,3091384.3,885151.26,1787507.89,41508.0,2026-05-08T00:00:00.000Z,
4124,,,,6593153.21,185920.6,6407232.61,1227697.03,2026-02-06T00:00:00.000Z,
5520,,,,27449.44,27449.44,,0.0,2026-05-08T00:00:00.000Z,
4852,,,,4566885.74,589887.46,3513030.27,465979.83,2026-05-08T00:00:00.000Z,
1993,,,,35684182.87,2257934.92,32495422.95,4693006.0,2026-02-06T00:00:00.000Z,
4813,,,,2217751.11,441522.62,1533328.97,0.0,2026-05-08T00:00:00.000Z,
1849,,,,11534817.8,1848282.71,9043559.23,1455392.0,2026-02-06T00:00:00.000Z,
4841,,,,3344685.78,3191576.14,,0.0,2026-05-08T00:00:00.000Z,
1823,,,,9203600.91,3952139.14,5070573.74,964338.0,2026-02-06T00:00:00.000Z,
3285,,,,8596849.56,8462882.85,,,2026-02-06T00:00:00.000Z,
1681,,,,21894005.83,12401650.88,9709104.75,2866338.0,2026-02-06T00:00:00.000Z,
1655,,,,7144503.13,1485639.3,4938085.92,307609.0,2026-02-06T00:00:00.000Z,
2288,,,,926850.15,925935.25,,,2026-02-06T00:00:00.000Z,
3599,,,,194207.73,183012.33,,,2026-05-08T00:00:00.000Z,
4174,3041132.24,2335071.08,706061.16,9410016.22,3196953.81,6068810.64,1797562.06,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4011,,,,7738769.52,4082391.5,3388879.85,1463518.0,2026-02-06T00:00:00.000Z,
4027,,,,8341293.11,7853681.42,431751.06,912225.58,2026-02-06T00:00:00.000Z,
4120,,,,1914682.79,156257.5,1714406.99,274639.01,2026-02-06T00:00:00.000Z,
1970,1647254.75,1412144.33,235110.42,4871305.3,1475453.09,3246920.58,883701.35,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4163,,,,6342340.95,2252952.05,4063167.73,394978.7,2026-02-06T00:00:00.000Z,
1814,3674159.05,2920671.78,753487.27,985503.02,527410.5,361692.68,0.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5560,,,,,,,0.0,,
3314,,,,455369.3,438647.3,,,2026-02-06T00:00:00.000Z,
1759,,,,7826995.83,271120.6,7543693.27,811968.0,2026-02-06T00:00:00.000Z,
1493,953918.36,665156.56,288761.8,4964970.09,4178036.2,828371.99,71658.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1890,,,,7638439.83,5962927.88,1647693.95,0.0,2026-02-06T00:00:00.000Z,
4779,1191262.87,678337.42,512925.45,6381993.28,1586219.14,4237401.5,222210.17,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4737,,,,1007524.08,91421.74,728943.12,119439.31,2026-05-08T00:00:00.000Z,
4053,,,,2564683.72,1412654.95,1111511.16,441205.0,2026-02-06T00:00:00.000Z,
4581,,,,38507535.3,25231091.65,9819791.95,1158028.22,2026-05-08T00:00:00.000Z,
4224,,,,3751531.77,1398639.63,2235366.14,140725.08,2026-05-08T00:00:00.000Z,
1451,,,,3939783.19,2348210.19,1556086.46,560847.0,2026-02-06T00:00:00.000Z,
5285,,,,8302631.62,1065.62,,87039.89,2026-05-08T00:00:00.000Z,
4661,,,,1110110.81,947377.05,0.0,69039.77,2026-02-06T00:00:00.000Z,
4881,,,,2338783.79,303779.26,1457631.21,0.0,2026-05-08T00:00:00.000Z,
4692,,,,514383.96,2916.0,470799.86,8410.33,2026-05-08T00:00:00.000Z,
3362,,,,6195205.8,6150974.31,,,2026-02-06T00:00:00.000Z,
3607,,,,,,,,,
4807,10007541.36,7017403.72,2990137.64,31646016.97,5097834.38,24993288.65,786956.83,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1798,29999815.09,12559208.69,17440606.4,24304226.68,4346712.06,19496993.33,4813241.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4365,1593486.18,1294506.99,298979.19,13712611.37,3518071.72,8924924.6,2659598.41,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4621,,,,7170595.33,219635.84,6616025.2,697459.53,2026-05-08T00:00:00.000Z,
4019,37238654.89,31056287.45,6182367.44,87544413.27,50103752.51,36024124.7,14541597.19,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4227,1293347.34,1015897.76,277449.58,2498189.73,421555.84,2034737.26,634097.65,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1895,58954565.86,56928024.52,2026541.34,25084370.59,12005581.82,12858213.19,10908419.35,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4408,,,,76302869.91,5675492.03,66202349.98,8119834.66,2026-05-08T00:00:00.000Z,
4259,,,,21181388.94,1309713.78,19188662.16,2849273.26,2026-02-06T00:00:00.000Z,
1694,18821508.61,15919488.9,2902019.71,18376605.51,10209897.79,7543513.67,4954462.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4121,,,,4849947.62,1466419.78,3314436.79,282365.08,2026-02-06T00:00:00.000Z,
1850,,,,15612814.36,11771539.15,3883162.25,794466.0,2026-02-06T00:00:00.000Z,
4412,,,,18890910.27,4674762.31,13546633.7,3118893.13,2026-02-06T00:00:00.000Z,
3137,,,,9019537.72,8938453.81,,,2026-02-06T00:00:00.000Z,
4303,,,,10838041.91,3357514.15,7086499.47,2188022.55,2026-05-08T00:00:00.000Z,
4647,,,,6918235.82,500055.12,5963746.92,365715.13,2026-05-08T00:00:00.000Z,
1352,,,,1085125.11,1085125.11,,192419.0,2026-02-06T00:00:00.000Z,
1944,,,,4019463.94,450201.75,3507506.82,648546.0,2026-02-06T00:00:00.000Z,
5201,,,,7674180.59,588212.46,,0.0,2026-02-06T00:00:00.000Z,
5393,,,,3697414.51,503030.0,,0.0,2026-05-08T00:00:00.000Z,
1755,1261470.96,1093134.16,168336.8,2984256.53,538799.22,3315278.37,211419.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4468,,,,95814137.74,63392836.96,27791247.79,10017572.0,2026-05-08T00:00:00.000Z,
1923,,,,3004023.04,1728655.15,1245722.67,64912.0,2026-02-06T00:00:00.000Z,
1938,,,,3144150.1,484015.16,2619203.82,135660.0,2026-02-06T00:00:00.000Z,
1368,,,,5964308.99,2663455.38,3341706.39,521140.0,2026-02-06T00:00:00.000Z,
2820,,,,1551762.26,20470.29,,0.0,2026-02-06T00:00:00.000Z,
1794,7176481.13,5986936.24,1189544.89,24732240.18,14079869.38,9554296.04,2894813.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1563,1785198.18,1401112.39,384085.79,4272883.41,1016901.74,3064206.4,406711.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3224,,,,13199692.01,13295010.89,,,2026-02-06T00:00:00.000Z,
4373,,,,5306654.47,418199.92,4564788.3,692559.87,2026-02-06T00:00:00.000Z,
5137,,,,111716016.91,1863749.94,,0.0,2026-02-06T00:00:00.000Z,
1657,,,,985181.75,116917.34,724333.62,73741.0,2026-02-06T00:00:00.000Z,
2488,,,,2548113.66,23693.77,,0.0,2026-02-06T00:00:00.000Z,
4700,,,,9929960.84,4401554.1,4929387.39,0.0,2026-05-08T00:00:00.000Z,
2797,,,,319501.9,3007.5,,0.0,2026-02-06T00:00:00.000Z,
4603,,,,5651776.73,5482355.89,50871.51,921730.66,2026-05-08T00:00:00.000Z,
4414,,,,10040183.16,158236.74,9134824.95,1216188.42,2026-05-08T00:00:00.000Z,
5076,,,,1960049.13,5236.13,,0.0,2026-02-06T00:00:00.000Z,
2931,,,,1180318.09,41748.91,,0.0,2026-02-06T00:00:00.000Z,
5543,,,,,,,249334.75,,
5461,,,,,,,1918664.58,,
3222,,,,2387886.66,2172905.2,,,2026-02-06T00:00:00.000Z,
2293,,,,80472.1,82584.27,,,2026-02-06T00:00:00.000Z,
5491,,,,190650.96,41878.72,,0.0,2026-05-08T00:00:00.000Z,
5325,,,,24139420.75,248996.43,,0.0,2026-05-08T00:00:00.000Z,
4846,,,,1550446.12,,1453418.49,0.0,2026-05-08T00:00:00.000Z,
4870,,,,736680.11,120403.93,201145.57,0.0,2026-05-08T00:00:00.000Z,
1668,6102556.19,5396714.93,705841.26,10048518.85,656308.69,9236288.81,0.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5248,,,,15047522.76,232314.0,,0.0,2026-02-06T00:00:00.000Z,
5106,,,,1070536.08,1020.23,,46716.62,2026-02-06T00:00:00.000Z,
2829,,,,1878332.73,18647.81,,0.0,2026-02-06T00:00:00.000Z,
2532,,,,137058.0,3361.85,,0.0,2026-02-06T00:00:00.000Z,
5454,,,,173823.56,59241.61,,0.0,2026-02-06T00:00:00.000Z,
2485,,,,358381.26,3755.99,,0.0,2026-02-06T00:00:00.000Z,
5310,,,,500999.3,,,2547773.28,2026-02-06T00:00:00.000Z,
5068,,,,1134200.15,22006.12,,0.0,2026-02-06T00:00:00.000Z,
1459,18270709.28,7651000.29,10619708.99,5991973.09,559485.46,5471976.93,815503.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5146,,,,56849949.26,285427.2,,0.0,2026-02-06T00:00:00.000Z,
5323,,,,12080.71,8429.38,,0.0,2026-02-06T00:00:00.000Z,
1479,20213296.06,11924830.34,8288465.72,17889243.31,4631163.81,13121953.46,1577925.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5396,,,,29773672.15,8783973.49,,0.0,2026-02-06T00:00:00.000Z,
2393,,,,122495.25,122495.25,,,2026-02-06T00:00:00.000Z,
3206,,,,3998836.12,3998836.12,,,2026-02-06T00:00:00.000Z,
2594,,,,66656.63,,,0.0,2026-02-06T00:00:00.000Z,
1676,,,,106468427.8,50424683.6,55998359.05,16724761.0,2026-02-06T00:00:00.000Z,
1488,,,,966610.05,47365.55,923052.27,71661.0,2026-02-06T00:00:00.000Z,
1425,,,,27960004.15,3632120.14,23910060.19,10058379.0,2026-02-06T00:00:00.000Z,
1646,,,,35359079.9,5348080.36,27584939.92,1394670.0,2026-02-06T00:00:00.000Z,
1299,,,,20544924.45,13046343.17,7178637.83,6074584.0,2026-02-06T00:00:00.000Z,
1308,,,,920741.26,21376.49,880889.25,136145.0,2026-02-06T00:00:00.000Z,
4144,,,,17467954.13,487325.59,16352134.26,3828574.0,2026-02-06T00:00:00.000Z,
4153,,,,8328562.26,157102.51,8159275.29,428209.48,2026-02-06T00:00:00.000Z,
4154,,,,4389175.57,212173.16,4106662.5,540895.0,2026-02-06T00:00:00.000Z,
3596,,,,,,,,,
4645,,,,35372030.64,21055658.91,13370882.88,881331.96,2026-02-06T00:00:00.000Z,
4323,,,,5306863.74,268433.01,4629123.77,563589.34,2026-02-06T00:00:00.000Z,
5320,,,,11409.03,2045.37,,5457566.47,2026-02-06T00:00:00.000Z,
1878,,,,6577021.37,3133357.82,3340563.19,54775.0,2026-02-06T00:00:00.000Z,
1960,,,,48259660.62,46468123.86,1242496.24,4512689.89,2026-02-06T00:00:00.000Z,
3136,,,,4673921.01,4673921.01,,,2026-02-06T00:00:00.000Z,
1398,,,,5456042.93,402109.28,5117212.83,804721.0,2026-02-06T00:00:00.000Z,
3189,,,,4948995.65,4979702.46,-44312.97,,2026-02-06T00:00:00.000Z,
1429,,,,3547202.78,394971.87,3138024.77,513181.0,2026-02-06T00:00:00.000Z,
4062,,,,3095013.91,809300.56,2233833.7,95524.0,2026-02-06T00:00:00.000Z,
1963,,,,7610816.89,1113835.77,6223170.56,1296030.03,2026-02-06T00:00:00.000Z,
3176,,,,8932169.87,8908770.48,,,2026-02-06T00:00:00.000Z,
3283,,,,5046066.37,5013490.12,3156.11,,2026-02-06T00:00:00.000Z,
4018,,,,4132709.44,550964.83,3358432.61,832243.0,2026-02-06T00:00:00.000Z,
4292,,,,25541185.85,1319866.18,23835424.48,3141703.03,2026-02-06T00:00:00.000Z,
3207,,,,3611491.49,3658114.66,,,2026-02-06T00:00:00.000Z,
3330,,,,5366361.92,5365114.75,,,2026-02-06T00:00:00.000Z,
2262,,,,298379.9,298379.9,,,2026-02-06T00:00:00.000Z,
1862,,,,7711083.63,4334273.77,2961035.2,1071884.0,2026-02-06T00:00:00.000Z,
5565,,,,,,,0.0,,
5566,,,,,,,0.0,,
3156,,,,2440546.55,2440546.55,,,2026-02-06T00:00:00.000Z,
4139,,,,5898074.88,246061.1,5614391.77,321104.36,2026-02-06T00:00:00.000Z,
2720,,,,481672.45,5054.64,,0.0,2026-02-06T00:00:00.000Z,
2889,,,,1352883.8,37056.86,,0.0,2026-02-06T00:00:00.000Z,
3293,,,,957955.64,926010.1,,,2026-02-06T00:00:00.000Z,
2728,,,,3705037.74,207727.44,,0.0,2026-02-06T00:00:00.000Z,
1395,,,,1146338.86,516406.83,493589.53,244547.0,2026-02-06T00:00:00.000Z,
5395,,,,,,,3094875.24,,
5473,,,,,,,114957.17,,
2544,,,,5709197.0,73676.1,,0.0,2026-02-06T00:00:00.000Z,
3172,,,,411357.84,397754.33,,,2026-02-06T00:00:00.000Z,
5081,,,,17367834.02,1019554.95,,0.0,2026-02-06T00:00:00.000Z,
2439,,,,225777.71,,,,2026-02-06T00:00:00.000Z,
3545,,,,80246.7,77183.79,,,2026-02-06T00:00:00.000Z,
2475,,,,207150.21,0.0,,0.0,2026-02-06T00:00:00.000Z,
1716,,,,1665070.31,99059.76,1593604.14,149208.0,2026-02-06T00:00:00.000Z,
5157,,,,3901102.19,,,0.0,2026-02-06T00:00:00.000Z,
5160,,,,324252.9,30216.0,,0.0,2026-02-06T00:00:00.000Z,
2759,,,,24274.61,,,0.0,2026-02-06T00:00:00.000Z,
2565,,,,428064.13,,,0.0,2026-02-06T00:00:00.000Z,
5535,,,,74828.22,74828.22,,0.0,2026-02-06T00:00:00.000Z,
5208,,,,1384204.87,,,0.0,2026-02-06T00:00:00.000Z,
5385,,,,572925.79,31256.69,,1922217.15,2026-02-06T00:00:00.000Z,
2572,,,,1061643.32,6943.57,,0.0,2026-02-06T00:00:00.000Z,
3620,,,,,,,,,
5441,,,,390871.07,20851.81,,0.0,2026-02-06T00:00:00.000Z,
5397,,,,7307.41,7307.41,,0.0,2026-02-06T00:00:00.000Z,
2389,,,,532317.35,532317.35,,,2026-02-06T00:00:00.000Z,
2362,,,,828614.56,828614.56,,,2026-02-06T00:00:00.000Z,
2420,,,,302379.36,,,,2026-02-06T00:00:00.000Z,
